name,symbol,price,change_1h,change_24h,change_7d,market_cap,volume_24h,cmc_rank,slug,url
Meteora,MET,0.153081,0.51580722,-3.43706544,34.9075674,80286832.2083157,17825674.68027203,197,meteora,https://coinmarketcap.com/currencies/meteora/
Walrus,WAL,0.033398,-0.35320761,-2.52819573,-0.64152911,80260306.20627952,5095815.27447178,198,walrus-xyz,https://coinmarketcap.com/currencies/walrus-xyz/
Reserve Rights,RSR,0.001283,0.2140715,2.88754314,-8.41498431,80231408.09585473,6545078.53056598,199,reserve-rights,https://coinmarketcap.com/currencies/reserve-rights/
Rootstock Infrastructure Framework,RIF,0.079993,-1.22996468,-4.40386236,-7.34029685,79992906.8521819,7450784.69977354,200,rsk-infrastructure-framework,https://coinmarketcap.com/currencies/rsk-infrastructure-framework/
Rain,RAIN,0.015629,-0.01454154,-1.18151589,11.09120638,9732232838.946186,36545960.12602481,201,rain,https://coinmarketcap.com/currencies/rain/
LAB,LAB,16.236515,-0.296748,-0.12514827,24.78315294,5067338139.334466,53733084.06077733,202,lab,https://coinmarketcap.com/currencies/lab/
Ondo US Dollar Yield,USDY,1.134897,-0.00042017,0.05387596,0.23818756,2154101085.8963685,460465.62955528,203,ondo-us-dollar-yield,https://coinmarketcap.com/currencies/ondo-us-dollar-yield/
HTX,HTX,2e-06,0.1609754,-0.22014927,1.65429062,1562611385.1783435,14199741.07044155,204,htx,https://coinmarketcap.com/currencies/htx/
Falcon USD,USDf,0.995696,-0.02052668,-0.06972649,0.21744487,1298165762.257755,680263.19354964,205,falcon-finance,https://coinmarketcap.com/currencies/falcon-finance/
c8ntinuum,CTM,0.181997,-0.43415085,-0.12413671,-3.45861129,811408401.9816288,15466168.72649417,206,c8ntinuum,https://coinmarketcap.com/currencies/c8ntinuum/
Jupiter Perps LP,JLP,3.399583,0.02615596,0.58424168,-2.78810231,772978160.6236169,2945029.18289091,207,jupiter-perps-lp,https://coinmarketcap.com/currencies/jupiter-perps-lp/
USDGO,USDGO,0.999834,-0.00390802,-0.01218431,-0.00535272,757444688.3826926,14669652.58280683,208,usdgo,https://coinmarketcap.com/currencies/usdgo/
Beldex,BDX,0.082299,0.25637045,-0.08128106,3.50874298,636866112.8827256,12618905.47880379,209,beldex,https://coinmarketcap.com/currencies/beldex/
GHO,GHO,0.997537,-0.00707737,-0.055393,-0.11465165,597524872.6573269,3436937.65852429,210,gho,https://coinmarketcap.com/currencies/gho/
TBLL tokenized ETF (xStock),TBLLX,105.21,0.0,-0.48240636,-0.2559727,568935431.9311495,379.63313577,211,tbll-tokenized-etf-xstock,https://coinmarketcap.com/currencies/tbll-tokenized-etf-xstock/
Usual USD,USD0,0.998987,-0.00097989,0.00308156,0.01219605,559437734.8229221,6898.65453252,212,usual-usd,https://coinmarketcap.com/currencies/usual-usd/
Solstice USX,USX,1.000912,-0.01668351,-0.07857935,-0.04753527,505968482.86677456,7149212.39070626,213,solstice-usx,https://coinmarketcap.com/currencies/solstice-usx/
USDai,USDAI,0.999618,0.00711991,0.01094863,-0.02174976,501159543.6457681,17016.5452982,214,usdai,https://coinmarketcap.com/currencies/usdai/
Ducky,DUCKY,0.000627,0.12737967,498766.64183299,-3.90061551,259775417.85869923,13973.03369333,215,ducky,https://coinmarketcap.com/currencies/ducky/
Legacy Frax Dollar,FRAX,0.990043,0.00635706,0.00541843,-0.03271226,239340573.18230084,65135.2081143,216,frax,https://coinmarketcap.com/currencies/frax/
Ape and Pepe,APEPE,1e-06,-0.10997798,0.68567179,-0.55569714,222434091.13220456,26002412.7869583,217,ape-and-pepe,https://coinmarketcap.com/currencies/ape-and-pepe/
Bitway,BTW,0.1008,-0.7717928,14.33181316,53.15549936,221760369.27167046,40172509.65009034,218,bitway-btw,https://coinmarketcap.com/currencies/bitway-btw/
Strategy PP Variable tokenized stock (xStock),STRCX,91.89861,-0.19158505,-0.00070708,-5.75056626,218034909.30916727,63123.57908195,219,strategy-pp-variable-tokenized-stock-xstock,https://coinmarketcap.com/currencies/strategy-pp-variable-tokenized-stock-xstock/
48 Club Token,KOGE,63.515213,-0.02080433,-0.42303925,4.16607353,215204051.1735847,187622.60377745,220,bnb48-club-token,https://coinmarketcap.com/currencies/bnb48-club-token/
Intel tokenized stock (xStock),INTCX,135.082503,-0.01663901,3.36470487,10.42488976,195925225.2727891,66201.88835397,221,intel-tokenized-stock-xstock,https://coinmarketcap.com/currencies/intel-tokenized-stock-xstock/
Velvet,VELVET,0.445159,0.33186344,-8.06191126,16.41852388,187324421.98808977,7391456.86628614,222,velvet,https://coinmarketcap.com/currencies/velvet/
USAT,USAT,0.998201,-0.01318439,-0.04148561,-0.05581247,187147889.80782297,2438493.83974557,223,tether-usat,https://coinmarketcap.com/currencies/tether-usat/
WeFi,WFI,2.043111,-0.31875486,0.34106303,1.32770691,173234823.95976004,1851321.50636837,224,wfi,https://coinmarketcap.com/currencies/wfi/
AUSD,AUSD,0.999739,0.01316153,-0.00034648,0.00965597,166398042.88957033,11512368.61052239,225,agora-finance,https://coinmarketcap.com/currencies/agora-finance/
SP500 tokenized ETF (xStock),SPYX,739.644796,-0.01436848,0.15585035,-1.9044071,160213990.7098186,227771779.37638175,226,sp500-tokenized-stock-xstock,https://coinmarketcap.com/currencies/sp500-tokenized-stock-xstock/
Marvell tokenized stock (xStock),MRVLX,285.98,0.59092508,0.0174868,-1.49490218,159588739.9093044,62453.5907306,227,marvell-tokenized-stock-xstock,https://coinmarketcap.com/currencies/marvell-tokenized-stock-xstock/
Robinhood tokenized stock (xStock),HOODX,103.496222,-0.28523148,3.76277249,6.89639212,152108924.08853018,12472954.9756743,228,robinhood-tokenized-stock-xstock,https://coinmarketcap.com/currencies/robinhood-tokenized-stock-xstock/
SwissBorg,BORG,0.153328,0.29619033,2.01981674,-4.84998552,150606377.48820433,164500.10950761,229,swissborg,https://coinmarketcap.com/currencies/swissborg/
Nasdaq tokenized ETF (xStock),QQQX,718.246605,-0.02342966,-0.39014039,-2.31378331,150703301.38796982,11489135.63128869,230,nasdaq-tokenized-stock-xstock,https://coinmarketcap.com/currencies/nasdaq-tokenized-stock-xstock/
Tesla tokenized stock (xStock),TSLAX,384.209446,0.08302825,-2.29429606,-4.84015587,149747460.8627732,30198689.95680962,231,tesla-tokenized-stock-xstock,https://coinmarketcap.com/currencies/tesla-tokenized-stock-xstock/
Unibase,UB,0.059671,-1.29080114,-36.63871144,-48.22827807,149177506.06932878,42684520.2672838,232,unibase,https://coinmarketcap.com/currencies/unibase/
GUSD,GUSD,0.998087,0.03650497,0.00950364,0.06410504,149154133.57833332,303416.43857803,233,gusd,https://coinmarketcap.com/currencies/gusd/
Backpack,BP,0.595972,-3.74016231,0.5705749,15.50060561,148992869.18003747,4821017.06200226,234,backpack-exchange,https://coinmarketcap.com/currencies/backpack-exchange/
Circle tokenized stock (xStock),CRCLX,76.47984,0.17592115,0.05595944,-4.46637486,148719307.0745974,10919778.58394179,235,circle-tokenized-stock-xstock,https://coinmarketcap.com/currencies/circle-tokenized-stock-xstock/
Apple tokenized stock (xStock),AAPLX,294.406227,-0.11686513,-0.56723868,-1.71944683,147458825.53274864,5961693.27542242,236,apple-tokenized-stock-xstock,https://coinmarketcap.com/currencies/apple-tokenized-stock-xstock/
Zano,ZANO,9.580389,-0.42881937,1.38525756,-1.74151921,146973171.4750817,1490989.92980851,237,zano,https://coinmarketcap.com/currencies/zano/
EUR CoinVertible,EURCV,1.1344,-0.07023764,-0.55349385,-2.17526321,134997609.40441376,10794806.67748101,238,eur-coinvertible,https://coinmarketcap.com/currencies/eur-coinvertible/
Alphabet tokenized stock (xStock),GOOGLX,348.88413,0.03674195,2.12140689,-6.41821938,134571835.54618406,20898433.57297037,239,alphabet-tokenized-stock-xstock,https://coinmarketcap.com/currencies/alphabet-tokenized-stock-xstock/
NVIDIA tokenized stock (xStock),NVDAX,201.356441,-0.03293094,-0.64458649,-3.37048648,131710693.81650278,11687330.43179517,240,nvidia-tokenized-stock-xstock,https://coinmarketcap.com/currencies/nvidia-tokenized-stock-xstock/
Ailey,ALE,0.258252,0.0097981,0.05848813,-0.49329076,125646856.48090807,112655.14220923,241,project-ailey,https://coinmarketcap.com/currencies/project-ailey/
Collector Crypt,CARDS,0.301963,-1.3337753,17.94503623,26.01895718,125022887.21298975,12761373.95334392,242,collector-crypt,https://coinmarketcap.com/currencies/collector-crypt/
TronBank,TBK,0.640566,0.2816588,-0.26463245,7.94840088,118718185.21262418,255815.32215758,243,tronbank,https://coinmarketcap.com/currencies/tronbank/
Shuffle,SHFL,0.278682,0.4677604,-3.83040557,-4.3537935,118505002.88087307,534863.24852794,244,shuffle,https://coinmarketcap.com/currencies/shuffle/
GoМining,GOMINING,0.286592,-0.60401504,0.0844443,2.68604934,115814076.05704847,10314741.23059044,245,gomining-token,https://coinmarketcap.com/currencies/gomining-token/
Aster USDF,USDF,0.999913,-0.00553784,0.05995467,0.21272428,114422133.67197585,51991.65459381,246,usdf,https://coinmarketcap.com/currencies/usdf/
Frax USD,FRXUSD,0.99971,0.02471084,-0.00595812,0.01078884,113705359.42734168,1493713.56903911,247,frax-usd,https://coinmarketcap.com/currencies/frax-usd/
Undeads Games,UDS,1.140979,-0.24307099,-0.2257008,-1.35855988,113671351.93634076,309173.33461079,248,undeads-games,https://coinmarketcap.com/currencies/undeads-games/
Ribbita by Virtuals,TIBBIR,0.108194,-0.234638,5.98853437,-15.01336703,108194004.55146915,1226112.50948748,249,ribbita-by-virtuals,https://coinmarketcap.com/currencies/ribbita-by-virtuals/
Circle Internet Group Tokenized Stock (Ondo),CRCLon,76.476499,0.11950155,0.13084648,-4.25622686,108210747.21667936,5696650.52020962,250,circle-internet-group-tokenized-stock-ondo,https://coinmarketcap.com/currencies/circle-internet-group-tokenized-stock-ondo/
BitMart Token,BMX,0.324181,0.00620308,1.87120032,4.73250432,105125852.00365052,9574356.56021964,251,bitmart-token,https://coinmarketcap.com/currencies/bitmart-token/
SoSoValue,SOSO,0.302487,1.10468027,4.86205578,4.09805475,103451055.28152372,3229020.11101047,252,sosovalue,https://coinmarketcap.com/currencies/sosovalue/
Solstice eUSX,EUSX,1.041502,-0.01656148,-0.03437592,0.12919638,100362582.34847307,8201617.44173617,253,solstice-eusx,https://coinmarketcap.com/currencies/solstice-eusx/
StandX DUSD,DUSD,0.997898,0.01060367,-0.03608674,-0.03051444,100339304.08572021,187626.16380866,254,standx-dusd,https://coinmarketcap.com/currencies/standx-dusd/
ViciCoin,VCNT,16.437057,0.08511845,-0.30656132,-0.43830224,100087075.03003791,51797.49770943,255,vicicoin,https://coinmarketcap.com/currencies/vicicoin/
Wibegram,WIBE,4.909538,0.00736776,1.37669355,8.8612144,100084184.85232472,244227.91214597,256,wibegram,https://coinmarketcap.com/currencies/wibegram/
Rollbit Coin,RLB,0.060007,0.02909545,-0.28273421,-1.8115123,98389696.88083135,205801.29333736,257,rollbit-coin,https://coinmarketcap.com/currencies/rollbit-coin/
Smilek to the Bank,SMILEK,5e-05,0.01387749,890030.75288296,-0.03908385,97806498.38222992,14379.38898654,258,bscbet-online,https://coinmarketcap.com/currencies/bscbet-online/
Gold tokenized ETF (xStock),GLDX,373.594526,-0.08892049,-0.88816209,-5.7335661,97229932.44352996,354321.16798468,259,gold-tokenized-stock-xstock,https://coinmarketcap.com/currencies/gold-tokenized-stock-xstock/
U.S. Dollar Tokenized Currency (Ondo),USDon,0.999144,-0.00086347,0.00949106,-0.00940567,94347384.71431512,29259721.53631593,260,us-dollar-tokenized-currency-ondo,https://coinmarketcap.com/currencies/us-dollar-tokenized-currency-ondo/
GEODNET,GEOD,0.214631,-1.51778917,5.65243019,2.31219083,94175157.62524039,2894879.5676578,261,geodnet,https://coinmarketcap.com/currencies/geodnet/
AMD Tokenised Stock (xStock),AMDx,530.470021,0.00207687,1.77020126,0.9443031,93949835.60128206,14986.74738667,262,amd-tokenised-stock-xstock,https://coinmarketcap.com/currencies/amd-tokenised-stock-xstock/
TAC Protocol,TAC,0.019581,0.07779698,-1.3624637,0.26612022,91139431.39042926,2965647.92262321,263,tac-protocol,https://coinmarketcap.com/currencies/tac-protocol/
BNB Attestation Service,BAS,0.036025,4.30308226,18.37922467,16.04311723,90062097.61881004,5742263.80832519,264,bnb-attestation-service,https://coinmarketcap.com/currencies/bnb-attestation-service/
Light,LIGHT,0.133705,1.35174413,5.9710058,20.56642153,86947072.86387698,0.0,265,light,https://coinmarketcap.com/currencies/light/
RealLink,REAL,0.061241,0.27441207,1.83217148,-1.1971664,84147186.84491698,6434527.28541845,266,reallink,https://coinmarketcap.com/currencies/reallink/
would,WOULD,0.083504,0.0993632,4.19546257,3.32053328,83458096.05262603,87597.17074692,267,wouldmeme,https://coinmarketcap.com/currencies/wouldmeme/
Joseon Mun,JSM,0.000262,-0.09091147,-0.87092598,4.02437858,83033730.89375578,392099.09526069,268,joseon-mun,https://coinmarketcap.com/currencies/joseon-mun/
AI Rig Complex,ARC,0.082763,2.31922417,-5.50938786,5.05731252,82761538.5533009,6163251.29786536,269,ai-rig-complex,https://coinmarketcap.com/currencies/ai-rig-complex/
Microsoft tokenized stock (xStock),MSFTX,375.52011,0.2612887,0.78249146,-4.53049627,82520361.49342445,36614.30090037,270,microsoft-tokenized-stock-xstock,https://coinmarketcap.com/currencies/microsoft-tokenized-stock-xstock/
Nockchain,NOCK,0.036972,0.95559814,-1.26797372,-3.35407021,81565985.85235019,859729.28027966,271,nockchain,https://coinmarketcap.com/currencies/nockchain/
Meta tokenized stock (xStock),METAX,562.547448,-0.13980364,0.32627861,-6.15572944,80197468.99082395,1259154.47423724,272,meta-tokenized-stock-xstock,https://coinmarketcap.com/currencies/meta-tokenized-stock-xstock/
Micron Technology Tokenized Stock (Ondo),MUon,1093.917906,-0.1154781,-1.51775653,3.16824432,79838144.78863919,16798665.61649963,273,micron-technology-tokenized-stock-ondo,https://coinmarketcap.com/currencies/micron-technology-tokenized-stock-ondo/
SPACE ID,ID,0.040452,4.38889331,6.37799864,24.3751754,79615878.92509346,71707966.90993857,274,space-id,https://coinmarketcap.com/currencies/space-id/
Horizen,ZEN,4.349542,-0.02050197,0.53310158,-4.77919051,79064301.09201105,9513227.12578457,275,horizen,https://coinmarketcap.com/currencies/horizen/
Allora,ALLO,0.393312,-3.15355614,-1.78469271,11.46113213,78859029.67840815,42507079.38738304,276,allora,https://coinmarketcap.com/currencies/allora/
Cisco tokenized stock (xStock),CSCOX,117.460247,0.27176673,-1.94328379,-1.50074402,78325779.93414673,8706.89644851,277,cisco-tokenized-stock-xstock,https://coinmarketcap.com/currencies/cisco-tokenized-stock-xstock/
Official Melania Meme,MELANIA,0.077562,0.51513084,-2.83254213,-6.24342364,77561343.75435144,8695446.23598539,278,melania-meme,https://coinmarketcap.com/currencies/melania-meme/
Synthetix,SNX,0.2251,0.01424448,-3.05831766,-11.03959087,77550577.45049606,6072589.33518702,279,synthetix,https://coinmarketcap.com/currencies/synthetix/
Magma Finance,MAGMA,0.406538,-4.79257458,-1.81453019,-12.89779154,77242188.04492594,2338620.54035451,280,magma-finance,https://coinmarketcap.com/currencies/magma-finance/
Vanguard Total World Tokenised ETF (xStock),VTx,157.98,0.0,0.0,-1.00883514,75233564.04078178,0.0,281,vanguard-total-world-tokenised-etf-xstock,https://coinmarketcap.com/currencies/vanguard-total-world-tokenised-etf-xstock/
lisUSD,lisUSD,0.99706,0.05817689,-0.02653099,0.02446785,75169743.25636011,4452.83496501,282,lisusd,https://coinmarketcap.com/currencies/lisusd/
MicroStrategy tokenized stock (xStock),MSTRX,105.917123,0.2869564,-0.59586028,-13.7985648,73959069.19458947,2198722.71279643,283,microstrategy-tokenized-stock-xstock,https://coinmarketcap.com/currencies/microstrategy-tokenized-stock-xstock/
Comedian,BAN,0.073868,-0.11238871,1.6836434,-3.02039717,73864878.00493996,8060011.03587565,284,comedian,https://coinmarketcap.com/currencies/comedian/
Fluid,FLUID,0.936383,0.14942107,1.97075979,-17.11167827,73690519.33367036,1688068.9883707,285,instadapp,https://coinmarketcap.com/currencies/instadapp/
Stronghold SHx,SHX,0.004174,-0.23470087,-0.553253,-14.54272269,73455883.36355075,422964.18551835,286,stronghold-token,https://coinmarketcap.com/currencies/stronghold-token/
Lumera Health,LUR,4.916355,0.34100091,0.04019605,-0.62241753,73272720.8847762,524177.64166127,287,lumera-health,https://coinmarketcap.com/currencies/lumera-health/
Zama,ZAMA,0.03326,0.93101621,-0.98313324,-3.59371166,73171112.57080759,17515822.86066047,288,zama,https://coinmarketcap.com/currencies/zama/
Huma Finance,HUMA,0.022301,0.80442621,-0.76103539,-8.52337156,72719527.285643,6427574.56142859,289,huma-finance,https://coinmarketcap.com/currencies/huma-finance/
Coinbase tokenized stock (xStock),COINX,159.418383,-0.00888961,0.62739521,-5.2066027,72675805.96626195,9722865.36758368,290,coinbase-tokenized-stock-xstock,https://coinmarketcap.com/currencies/coinbase-tokenized-stock-xstock/
Qtum,QTUM,0.684532,0.14802269,0.39612453,-8.22620577,72595816.07695362,6956963.53566602,291,qtum,https://coinmarketcap.com/currencies/qtum/
Linde tokenized stock (xStock),LINX,518.08,0.0,0.4167232,0.97844307,72350168.14576516,186.1513248,292,linde-tokenized-stock-xstock,https://coinmarketcap.com/currencies/linde-tokenized-stock-xstock/
USDsui,USDsui,0.999225,0.00791585,0.05652642,0.04756237,71859939.64354314,6013604.49735401,293,usdsui,https://coinmarketcap.com/currencies/usdsui/
UnifAI Network,UAI,0.299593,0.08528158,-3.61461038,1.70777617,71602799.62646164,5442226.91741017,294,unifai-network,https://coinmarketcap.com/currencies/unifai-network/
Block Street,BSB,0.318784,-0.58603451,-1.10488406,-38.57398718,70977217.91453591,11416288.21885838,295,block-street,https://coinmarketcap.com/currencies/block-street/
Beam,BEAM,0.001368,0.23303237,1.50730506,-11.58143374,70203542.84944887,2253648.65759386,296,onbeam,https://coinmarketcap.com/currencies/onbeam/
Coca-Cola tokenized stock (xStock),KOX,81.751369,-1.51759262,3.02580256,1.59224115,69721031.01543394,53392.22127746,297,coca-cola-tokenized-stock-xstock,https://coinmarketcap.com/currencies/coca-cola-tokenized-stock-xstock/
0x Protocol,ZRX,0.081751,0.0541595,2.26690447,-8.00780973,69357073.573751,5942376.40199059,298,0x,https://coinmarketcap.com/currencies/0x/
Orca,ORCA,1.128186,0.11030403,-1.81290059,-6.13198843,68592327.52390118,11322814.0360596,299,orca,https://coinmarketcap.com/currencies/orca/
Useless Coin,USELESS,0.068601,0.01361808,3.52045667,-8.08155776,68538575.25031134,6918767.5334481,300,theuselesscoin,https://coinmarketcap.com/currencies/theuselesscoin/
AIOZ Network,AIOZ,0.054122,-0.57953028,-1.55406853,-8.3891626,68278194.82668048,2579383.17289305,301,aioz-network,https://coinmarketcap.com/currencies/aioz-network/
Solstice,SLX,0.281,1.67252306,44.32983114,66.54647571,68242130.73281707,185567171.39888507,302,solstice,https://coinmarketcap.com/currencies/solstice/
Gas,GAS,1.047133,0.16182201,0.75500162,-8.39887792,68055590.12370875,2094445.137434,303,gas,https://coinmarketcap.com/currencies/gas/
Quack AI,Q,0.016694,0.03427193,-1.75232151,-14.93038866,67888497.19730398,3552054.4021171,304,quack-ai,https://coinmarketcap.com/currencies/quack-ai/
RaveDAO,RAVE,0.268686,0.02383687,6.54349989,-10.82027765,67838061.36669384,8885907.63516425,305,ravedao,https://coinmarketcap.com/currencies/ravedao/
Sonic,S,0.023485,-0.21269413,-2.80001433,-27.41247816,67636226.94447939,16429334.83305594,306,sonic,https://coinmarketcap.com/currencies/sonic/
Bio Protocol,BIO,0.030413,0.5781725,6.84439113,-12.17584284,67459185.92450312,28833890.35941328,307,bio,https://coinmarketcap.com/currencies/bio/
Playnance,GCOIN,0.002687,0.06737195,13.98295198,-0.12443273,67235177.01039177,606789.29881048,308,playnance,https://coinmarketcap.com/currencies/playnance/
ChainOpera AI,COAI,0.356738,0.24413386,3.80528876,8.54532573,67066726.6821238,6609023.57060963,309,chainopera-ai,https://coinmarketcap.com/currencies/chainopera-ai/
Core MSCI Emerging Markets Tokenised ETF (xStock),IEMGx,83.24,0.0,-3.42267084,-0.84574151,67053259.11837023,99.98805448,310,core-msci-emerging-markets-tokenised-etf-xstock,https://coinmarketcap.com/currencies/core-msci-emerging-markets-tokenised-etf-xstock/
iShares Core S&P 500 Tokenized ETF (Ondo),IVVon,744.555777,0.00765166,-0.23847081,-2.36127663,66954820.649960026,1115056.38084394,311,ishares-core-sp-500-tokenized-etf-ondo,https://coinmarketcap.com/currencies/ishares-core-sp-500-tokenized-etf-ondo/
ORDI,ORDI,3.184854,-0.49165178,1.93283394,-5.58304668,66881942.36617127,14510295.6899311,312,ordi,https://coinmarketcap.com/currencies/ordi/
Numeraire,NMR,8.881738,0.76217948,-1.31434256,4.04643502,66535539.016263574,13270976.66313371,313,numeraire,https://coinmarketcap.com/currencies/numeraire/
MindWaveDAO,NILA,0.07867,-0.11336528,0.0169229,0.2837049,66300496.22602767,215705.31479067,314,mindwavedao,https://coinmarketcap.com/currencies/mindwavedao/
Pharos,PROS,0.484368,0.13717222,-5.7817345,-11.57222171,65680312.13130838,4971808.1731652,315,pharos,https://coinmarketcap.com/currencies/pharos/
Law Blocks (AI),LBT,0.265342,-0.14255751,-0.17968532,-0.27347281,65008267.679976806,625195.33286623,316,law-blocks,https://coinmarketcap.com/currencies/law-blocks/
XPR Network,XPR,0.002227,0.18028784,3.25791189,-2.76313739,64974925.7209297,6127170.13632324,317,proton,https://coinmarketcap.com/currencies/proton/
MetYa,MY,0.065679,-0.96396501,-0.90804869,-5.34846584,64788278.16975875,164412.73583367,318,metya,https://coinmarketcap.com/currencies/metya/
Ravencoin,RVN,0.003958,0.15358512,1.26539191,-9.6623973,64576315.12437644,3572841.31174695,319,ravencoin,https://coinmarketcap.com/currencies/ravencoin/
ZIGChain,ZIG,0.045692,-0.32646105,-7.65942995,-14.49943624,64377994.99140774,2370600.06421567,320,zigcoin,https://coinmarketcap.com/currencies/zigcoin/
USD.AI,CHIP,0.032028,-1.20222158,-0.48189967,-7.05660189,64055847.80709062,17543230.07713335,321,usd-ai,https://coinmarketcap.com/currencies/usd-ai/
Derive,DRV,0.086529,0.01226475,0.47872021,-13.41611673,63817538.681634866,81731.23367278,322,derive,https://coinmarketcap.com/currencies/derive/
Palantir tokenized stock (xStock),PLTRX,116.476575,-0.0840507,-1.319318,-12.5007442,63593056.420024864,21064.87611277,323,palantir-tokenized-stock-xstock,https://coinmarketcap.com/currencies/palantir-tokenized-stock-xstock/
Arcium,ARX,0.301926,0.653683,-24.52331957,132.42149584,63051621.02119322,243734399.34167203,324,arcium,https://coinmarketcap.com/currencies/arcium/
MegaETH,MEGA,0.055578,-0.97912199,5.92928033,1.86689839,62791185.29217138,397426170.790614,325,megaeth,https://coinmarketcap.com/currencies/megaeth/
Synapse,SYN,0.279396,-4.4512318,12.68320196,439.30175096,62738590.00828003,95916986.62552388,326,synapse-2,https://coinmarketcap.com/currencies/synapse-2/
io.net,IO,0.179146,2.38714605,0.58289918,0.32964904,62618251.03536539,27791614.93139693,327,io-net,https://coinmarketcap.com/currencies/io-net/
Fidelity Digital Dollar,FIDD,0.99974,0.00645877,0.00769145,0.0110547,62584811.38436534,3365521.56296824,328,fidelity-digital-dollar,https://coinmarketcap.com/currencies/fidelity-digital-dollar/
Goldman Sachs tokenized stock (xStock),GSX,1105.85,2.50266487,-0.2246603,0.46605858,62390583.06753998,1117.505659,329,goldman-sachs-tokenized-stock-xstock,https://coinmarketcap.com/currencies/goldman-sachs-tokenized-stock-xstock/
Kusama,KSM,3.380364,-0.01160753,3.5423443,-10.03195447,62238163.81741187,3861843.84017934,330,kusama,https://coinmarketcap.com/currencies/kusama/
Janction,JCT,0.005408,0.28276889,3.7601651,-9.06993905,62154977.8450058,5413918.38502909,331,janction,https://coinmarketcap.com/currencies/janction/
Yearn,YFI,1731.433183,-0.05910019,-0.01236606,-11.98423043,62012919.135484554,2672549.98676953,332,yearn-finance,https://coinmarketcap.com/currencies/yearn-finance/
Xphere,XP,0.022072,-2.17055239,7.92209249,-1.49176297,61783908.384470165,1516976.53590912,333,xphere,https://coinmarketcap.com/currencies/xphere/
Plume,PLUME,0.010239,-0.49209688,0.03201992,-6.68103609,61125511.69607698,5229709.92013648,334,plume,https://coinmarketcap.com/currencies/plume/
Dog (Bitcoin),DOG,0.00061,-0.58526539,4.80168357,-4.5745059,61032010.78953211,926203.10396709,335,dog-go-to-the-moon-rune,https://coinmarketcap.com/currencies/dog-go-to-the-moon-rune/
Safe,SAFE,0.081314,-0.5087951,0.99780522,-13.28656089,60970752.41525197,973727.27551753,336,safe1,https://coinmarketcap.com/currencies/safe1/
Enjin Coin,ENJ,0.030756,-0.0645204,-1.11275873,-4.92994849,60804234.927812055,5386690.33931866,337,enjin-coin,https://coinmarketcap.com/currencies/enjin-coin/
Zilliqa,ZIL,0.003031,0.07395383,0.77077391,-6.42005463,60781632.11398687,4134926.31588027,338,zilliqa,https://coinmarketcap.com/currencies/zilliqa/
Chevron tokenized stock (xStock),CVXX,174.650541,0.0,-0.69693545,-2.66107905,60692628.76097644,651.099114,339,chevron-tokenized-stock-xstock,https://coinmarketcap.com/currencies/chevron-tokenized-stock-xstock/
Wormhole,W,0.010037,0.78775504,-4.10179932,2.55529795,60587939.09855939,99198004.68117672,340,wormhole,https://coinmarketcap.com/currencies/wormhole/
Berachain,BERA,0.217052,0.4670918,-0.71913155,-14.10518449,60258522.69881122,13726691.29132035,341,berachain,https://coinmarketcap.com/currencies/berachain/
Pfizer tokenized stock (xStock),PFEX,24.68,0.0,-1.20096077,-5.07692308,60152589.09868707,545.2061268,342,pfizer-tokenized-stock-xstock,https://coinmarketcap.com/currencies/pfizer-tokenized-stock-xstock/
Venus BUSD,vBUSD,0.022299,0.010004,0.02001001,-0.010002,60089875.1967231,0.0,343,venus-busd,https://coinmarketcap.com/currencies/venus-busd/
Mastercard tokenized stock (xStock),MAX,485.54805,-0.00893189,-0.29042897,-2.26676528,59199943.11517791,41.88323223,344,mastercard-tokenized-stock-xstock,https://coinmarketcap.com/currencies/mastercard-tokenized-stock-xstock/
Jelly-My-Jelly,JELLYJELLY,0.059108,2.04916834,2.1917658,-6.14957617,59107653.996909626,5189384.57588792,345,jelly-my-jelly,https://coinmarketcap.com/currencies/jelly-my-jelly/
Schwab International Equity Tokenised ETF (xStock),SCHFx,28.23,0.0,-0.42328042,-1.01683029,59021348.71891669,98.46719982,346,schwab-international-equity-tokenised-etf-xstock,https://coinmarketcap.com/currencies/schwab-international-equity-tokenised-etf-xstock/
Procter & Gamble tokenized stock (xStock),PGX,153.818679,1.57987836,0.21969379,1.81317721,59004605.17606105,40319.39501405,347,procter-gamble-tokenized-stock-xstock,https://coinmarketcap.com/currencies/procter-gamble-tokenized-stock-xstock/
Turbo,TURBO,0.000851,0.10092663,1.45947563,-7.42837679,58716940.75717028,6785727.1456001,348,turbo,https://coinmarketcap.com/currencies/turbo/
AntFun,ANTFUN,0.030924,0.12532965,2.36314277,26.91067318,58378948.40569369,9818698.98525927,349,ant-fun,https://coinmarketcap.com/currencies/ant-fun/
AstraZeneca tokenized stock (xStock),AZNX,102.8701,13.30971737,1.99812502,1.36222306,58242650.01817324,831440.98378024,350,astrazeneca-tokenized-stock-xstock,https://coinmarketcap.com/currencies/astrazeneca-tokenized-stock-xstock/
TROLL (SOL),TROLL,0.058108,1.02045922,-1.87014454,-17.88559075,58036838.96933634,3276488.23064944,351,troll-sol,https://coinmarketcap.com/currencies/troll-sol/
SuperVerse,SUPER,0.09011,0.27109246,2.40157432,-6.01117432,57685144.16308638,4094101.98269908,352,superverse,https://coinmarketcap.com/currencies/superverse/
